Date,tau,realized_value,conditional_quantile_mean,conditional_quantile_mean_se,conditional_quantile_mean_ci_lower,conditional_quantile_mean_ci_upper,conditional_quantile_obs_ci_lower,conditional_quantile_obs_ci_upper
2013-06-30,0.1,0.08382159516581698,0.8037606148945156,0.17618630072175814,0.45616795726708237,1.1513532725219489,-1.199495854029342,2.807017083818373
2013-07-31,0.1,-0.1515437772681259,0.5814273679619573,0.17106098270127132,0.24394629622189823,0.9189084397020163,-1.4200993739107555,2.58295410983467
2013-08-31,0.1,0.5130625613048585,0.7068227244717289,0.19513705325252337,0.32184269671833327,1.0918027522251246,-1.3032582307183314,2.7169036796617894
2013-09-30,0.1,0.4136863854250207,0.7972076886999101,0.17597019493458949,0.4500413796851835,1.1443739977146368,-1.2059748468578677,2.800390224257688
2013-10-31,0.1,-0.03416179013324282,0.8605844239927603,0.1729936920395768,0.5192903680844038,1.2018784799011168,-1.1415887596372563,2.8627576076227768
2013-11-30,0.1,-0.3985050233954724,0.8598579910237801,0.17343930141613406,0.5176848057686656,1.2020311762788947,-1.142465237967086,2.8621812200146466
2013-12-31,0.1,0.5745159846558757,0.7418812704363679,0.17136390341105942,0.40380257553188403,1.0799599653408518,-1.2597463244466311,2.7435088653193667
2014-01-31,0.1,-0.39751172123281653,0.741747597600878,0.17397157659474674,0.3985243026427663,1.0849708925589898,-1.2607553499252127,2.7442505451269685
2014-02-28,0.1,-0.37713441951362275,0.5713973565732742,0.17245220216341492,0.23117158976777308,0.9116231233787753,-1.4305940013119613,2.5733887144585097
2014-03-31,0.1,0.10784536140318085,0.4910605471131613,0.16165853669619104,0.17212927851736393,0.8099918157089587,-1.5074221219978081,2.489543216224131
2014-04-30,0.1,-0.038699612644744114,0.7518414634992414,0.1724757530433803,0.41156923387044986,1.092113693128033,-1.2501577909724801,2.753840717970963
2014-05-31,0.1,-0.0930576132930917,0.674041240267206,0.16862516432533145,0.34136572139545873,1.0067167591389534,-1.3266808357606878,2.6747633162951
2014-06-30,0.1,0.02173819926669172,0.20410455285394435,0.1451555243654543,-0.08226841869265078,0.4904775244005395,-1.7894413592035652,2.1976504649114537
2014-07-31,0.1,0.41153289025051737,0.46705934056055187,0.16873434421287456,0.13416842396994044,0.7999502571511633,-1.533698562584483,2.4678172437055865
2014-08-31,0.1,-0.06181682166560529,0.6646944862077642,0.2101804672653635,0.2500357590600795,1.0793532133554489,-1.351281129877043,2.6806701022925714
2014-09-30,0.1,0.11476129410787721,0.6902091910394369,0.17846458722195455,0.33812177044691594,1.0422966116319579,-1.3138320701097124,2.6942504521885864
2014-10-31,0.1,0.10700936953777841,0.37300086849854414,0.14244534930685807,0.09197471987401468,0.6540270171230735,-1.6197839971754988,2.365785734172587
2014-11-30,0.1,0.571932726653989,0.26948224778443214,0.1596209244672512,-0.04542907688286496,0.5843935724517293,-1.7283628330595486,2.267327328628413
2014-12-31,0.1,0.14536192785605212,0.6644273159780802,0.17200759966517054,0.32507869207937423,1.0037759398767863,-1.3374151636368181,2.666269795592979
2015-01-31,0.1,0.167015007876691,0.06793506725864724,0.16404975937167238,-0.25571377268829715,0.3915839072055916,-1.9313058877659794,2.067176022283274
2015-02-28,0.1,0.8237627297885347,0.16709193079290885,0.15138669538718025,-0.13157433079212844,0.46575819237794613,-1.8282570012132102,2.162440862799028
2015-03-31,0.1,0.323029667557865,0.4227053971168858,0.1474437462165617,0.13181806144998565,0.713592732783786,-1.5714940078324204,2.4169048020661923
2015-04-30,0.1,0.1490527937686628,0.21609386111135231,0.14316140300557686,-0.06634496833525017,0.4985326905579548,-1.776890714099391,2.2090784363220957
2015-05-31,0.1,0.2335697380453912,0.3152295629974373,0.14853230184434285,0.022194648647712645,0.6082644773471619,-1.6792842338153922,2.309743359810267
2015-06-30,0.1,-0.23203043935781223,0.4615983814345197,0.16110157607034534,0.14376592371867425,0.7794308391503652,-1.5367092264743512,2.4599059893433903
2015-07-31,0.1,0.08459216879984545,0.435679820507948,0.20014710033578764,0.04081562143489581,0.8305440195810002,-1.5763175851460411,2.4476772261619373
2015-08-31,0.1,0.4027438402157796,0.11925607528245658,0.1830150010909446,-0.2418087200750006,0.48032087063991374,-1.8863818808540194,2.1248940314189326
2015-09-30,0.1,0.2504864734375363,0.1937187811271985,0.2324607628946079,-0.2648960716600407,0.6523336339144378,-1.8317548444344478,2.219192406688845
2015-10-31,0.1,0.07292113183747491,0.15213130444702738,0.1476420476241296,-0.13914725410715417,0.44340986300120894,-1.8421252044610372,2.146387813355092
2015-11-30,0.1,0.3828067951130915,0.496230623036015,0.23669611662886778,0.029259968154896787,0.9632012779171333,-1.5311512889797942,2.523612535051824
2015-12-31,0.1,-0.3773233481388338,0.27619044987902985,0.19535640672389984,-0.10922233374564067,0.6616032335037003,-1.7339734335966672,2.2863543333547267
2016-01-31,0.1,0.35074279789596835,0.4271551494546337,0.18853138884098633,0.05520723849349196,0.7991030604157754,-1.5804705808838515,2.4347808797931187
2016-02-29,0.1,0.14265946332343002,0.5340731403722371,0.24855680532708138,0.04370288921709026,1.0244433915273838,-1.4988259736682852,2.5669722544127596
2016-03-31,0.1,0.14177081507621705,0.2528242170649353,0.24187689650191577,-0.22436744272563602,0.7300158768555066,-1.7769362872366088,2.2825847213664794
2016-04-30,0.1,0.4004032395085415,0.2380166213472537,0.18141223122953773,-0.11988611751994671,0.5959193602144541,-1.7670544983732968,2.243087741067804
2016-05-31,0.1,0.16605059369639394,0.33800599273128457,0.1730927133579255,-0.0034834193600759567,0.6794954048226451,-1.6642005009199776,2.340212486382547
2016-06-30,0.1,0.3327393774573459,0.2076428149972479,0.15095065335080302,-0.09016319235893766,0.5054488223534335,-1.7875775344043445,2.20286316439884
2016-07-31,0.1,0.7925226991680834,0.32217150800696737,0.15973871478732532,0.007027798357241877,0.6373152176566929,-1.6757102158146828,2.3200532318286173
2016-08-31,0.1,0.34247747832144615,0.9002955127689809,0.22693836085503682,0.45257564099648645,1.3480153845414753,-1.122739066329646,2.9233300918676077
2016-09-30,0.1,0.04298119256229688,0.3701185445018238,0.17022634325404654,0.03428410784311381,0.7059529811605338,-1.6311312133981368,2.3713683024017844
2016-10-31,0.1,0.36459936306502005,0.46992274502293574,0.14835650719074364,0.17723465066200095,0.7626108393838705,-1.524540126336021,2.4643856163818922
2016-11-30,0.1,0.17806867809701835,0.5524219290092405,0.175205779605302,0.2067637120240854,0.8980801459943956,-1.4504997937792803,2.5553436517977612
2016-12-31,0.1,0.5705496809885937,0.12027585960910299,0.15354361772074318,-0.18264572922412436,0.4231974484423303,-1.875714449392929,2.116266168611135
2017-01-31,0.1,0.193141864761099,0.5537277043355463,0.20108467348600068,0.15701379537206767,0.950441613299025,-1.458633533169754,2.5660889418408463
2017-02-28,0.1,0.08315208036903719,0.4363552499978044,0.1826653721452907,0.07598022707955199,0.7967302729160568,-1.5691586446915617,2.4418691446871708
2017-03-31,0.1,0.25999588090649384,0.2641682415030133,0.2039337295570617,-0.13816648455812164,0.6665029675641483,-1.7493086161845706,2.277645099190597
2017-04-30,0.1,0.07483156943548226,0.5011122720403162,0.20772856018184352,0.09129083868860138,0.910933705392031,-1.5138739392979237,2.516098483378556
2017-05-31,0.1,-0.2710537478453553,0.2539371559802795,0.20999887510660753,-0.16036331345492855,0.6682376254154876,-1.7619648018596874,2.2698391138202463
2017-06-30,0.1,0.09367962338045975,0.6079414517542251,0.17186860425009706,0.2688670477325782,0.947015855775872,-1.3938545608583026,2.6097374643667526
2017-07-31,0.1,-0.04380466297018413,0.5891447004495932,0.23631887679426994,0.12291829070066534,1.055371110198521,-1.4380659175662442,2.6163553184654305
2017-08-31,0.1,-0.24885188299530903,0.5065921649792665,0.1544036122085892,0.20197391886706362,0.8112104110914694,-1.489656341723557,2.5028406716820903
2017-09-30,0.1,-0.0937148628872879,0.4169600785859317,0.15276106799599692,0.11558235858606919,0.7183377985857942,-1.5787965084659799,2.412716665637843
2017-10-31,0.1,-0.04430515810012978,0.5393677348618974,0.15473204648668462,0.23410153063313566,0.8446339390906591,-1.4569797499445465,2.5357152196683415
2017-11-30,0.1,-0.3119773683374361,-1.250882118609294,0.09292286769851843,-1.4342068516071165,-1.0675573856114715,-3.232251287234238,0.73048705001565
2017-12-31,0.1,-0.5352058908372281,-1.1066537822077054,0.08039625103197545,-1.2652651296564434,-0.9480424347589674,-3.085889337716014,0.8725817733006036
2018-01-31,0.1,-0.446839299504521,-1.620762751224016,0.081831133652849,-1.7822049354718108,-1.459320566976221,-3.6002271746233045,0.35870167217527293
2018-02-28,0.1,-0.4922498984269706,-1.7743497980013356,0.10753960628044407,-1.9865114552590108,-1.5621881407436604,-3.7585948417041295,0.20989524570145823
2018-03-31,0.1,-0.38628833511458116,-1.8949057958187017,0.09345394678062338,-2.0792782787766684,-1.7105333128607347,-3.876372181382904,0.08656058974550085
2018-04-30,0.1,-0.35840730419132155,-0.872991300036477,0.09091280325372786,-1.052350437301232,-0.6936321627717219,-2.853997490024064,1.10801488995111
2018-05-31,0.1,-0.27403737814225804,-1.2042532761236033,0.09169039694230276,-1.3851465046069085,-1.0233600476402982,-3.1853989509188447,0.7768923986716381
2018-06-30,0.1,-0.2505763321918671,-1.2481806504376831,0.16029527625469442,-1.5644223834795983,-0.931938917395768,-3.2462358694859788,0.7498745686106125
2018-07-31,0.1,-0.19620787545441232,-1.6364338345247502,0.08260794131207524,-1.7994085592574163,-1.4734591097920842,-3.616023838932347,0.34315616988284625
2018-08-31,0.1,-0.2510147022738199,-1.9929853745630906,0.10176504411615003,-2.193754571674323,-1.792216177451858,-3.976044651326513,-0.009926097799668021
2018-09-30,0.1,-0.33297429441805587,-2.603612488556392,0.13199394086355382,-2.864019367567587,-2.3432056095451967,-4.593594289298582,-0.6136306878142015
2018-10-31,0.1,-0.8235226244884477,-3.228099728603126,0.19587526746971465,-3.6145361569994816,-2.8416633002067706,-5.238460128591274,-1.2177393286149774
2018-11-30,0.1,-1.151729825371067,-4.01436823088555,0.25004003148514287,-4.507664694351365,-3.521071767419735,-6.047975180499132,-1.9807612812719677
2018-12-31,0.1,-1.0226683823481664,-4.879136720972378,0.33101881636613123,-5.532193795410297,-4.226079646534458,-6.9572847828587765,-2.8009886590859794
2019-01-31,0.1,-1.0903399796853954,-5.472256974396644,0.3772956511161331,-6.216612225318453,-4.727901723474835,-7.580877510250274,-3.363636438543014
2019-02-28,0.1,-1.1619477325724406,-5.906005036847537,0.4063913092102382,-6.7077622371883345,-5.104247836506739,-8.035566126120885,-3.776443947574188
2019-03-31,0.1,-2.873814012734292,-4.933914910930507,0.3309851960448073,-5.586905656846904,-4.28092416501411,-7.012042130063453,-2.8557876917975604
2019-04-30,0.1,-3.6564355293464654,-4.747843882187127,0.31716298876225674,-5.3735652107655305,-4.122122553608724,-6.817564396093945,-2.6781233682803096
2019-05-31,0.1,-3.6213792403623244,-5.1594040106360595,0.3567959058200806,-5.863315930158378,-4.455492091113741,-7.254089623107386,-3.0647183981647332
2019-06-30,0.1,-3.82807567127719,-5.140382079584373,0.3564173783191975,-5.843547213576386,-4.437216945592359,-7.234816855439373,-3.0459473037293723
2019-07-31,0.1,-4.000218665186226,-4.996058702634296,0.3506388162042797,-5.6878234850974945,-4.304293920171098,-7.086693615502905,-2.9054237897656874
2019-08-31,0.1,-4.053367134327794,-5.490567633857306,0.3850121726738255,-6.250146578249548,-4.730988689465064,-7.6046102061374405,-3.3765250615771705
2019-09-30,0.1,-3.563053792247134,-7.580431803119385,0.5557109071828777,-8.67677715068019,-6.484086455558581,-9.837462805513237,-5.3234008007255325
2019-10-31,0.1,-3.323663241273815,-6.869996012531045,0.508658834677724,-7.873513740339655,-5.866478284722435,-9.08342404494478,-4.656567980117311
2019-11-30,0.1,-3.2355790106020663,-10.603799660216945,0.7929336436050919,-12.168154615022239,-9.03944470541165,-13.121620592942831,-8.085978727491058
2004-01-31,0.25,0.06220020555218796,-0.9144084103946865,0.08933768814348912,-1.0906600503966342,-0.7381567703927387,-2.8951356670487054,1.0663188462593323
2004-02-29,0.25,-0.7411545374252949,-0.5906760114638367,0.09320495745684607,-0.7745572708679969,-0.40679475205967663,-2.5720967497748193,1.3907447268471458
2004-03-31,0.25,0.12060332421867623,-0.7319345324535866,0.11531024848188427,-0.959426656173215,-0.5044424087339583,-2.717877253431019,1.2540081885238454
2004-04-30,0.25,-0.07391528914119382,-0.7010186609100226,0.09929028604250209,-0.8969054821936209,-0.5051318396264244,-2.6835895855937704,1.2815522637737253
2004-05-31,0.25,0.20881797889174306,-0.4770134589755738,0.11160237483661756,-0.6971904302161206,-0.256836487735027,-2.4621315217903375,1.50810460383919
2004-06-30,0.25,0.1551110553317251,-0.4721100844191032,0.10435198307191464,-0.6779829756488372,-0.2662371931893691,-2.455692568711619,1.511472399873413
2004-07-31,0.25,0.1567508855292471,-0.4517080894941796,0.07683337367290746,-0.6032903432791892,-0.30012583570917006,-2.430392754697638,1.5269765757092788
2004-08-31,0.25,0.19542036972194887,-0.46711582987035855,0.08524320565643906,-0.6352895884283323,-0.29894207131238487,-2.4471406372190683,1.512908977478351
2004-09-30,0.25,0.24478082895616257,-0.5310020312000503,0.13244504861647272,-0.7922988871394804,-0.2697051752606202,-2.5211004889585125,1.4590964265584119
2004-10-31,0.25,-0.3018933183118753,-0.7870809383424964,0.2062166428359903,-1.1939195554014277,-0.38024232128356517,-2.8014626015283,1.227300724843307
2004-11-30,0.25,0.30287466367560734,-0.38546525969704226,0.11300963028887581,-0.608418562925986,-0.16251195646809852,-2.370893173288839,1.5999626538947547
2004-12-31,0.25,0.2786886590168993,-0.6903122188112674,0.0881478740799396,-0.8642165104056632,-0.5164079272168716,-2.6708319807131087,1.2902075430905742
2005-01-31,0.25,-0.031188734005015702,-0.552051511052166,0.11197952662491725,-0.7729725537210077,-0.3311304683833243,-2.537252239377306,1.433149217272974
2005-02-28,0.25,0.8435545504300633,-1.1237290850329802,0.14444999930642738,-1.4087101473943249,-0.8387480226716355,-3.117075525206735,0.8696173551407744
2005-03-31,0.25,0.8612654037629528,-1.9873598342737064,0.19273193670958189,-2.3675948798824065,-1.6071247886650066,-3.9965374059576604,0.021817737410247284
2005-04-30,0.25,0.8495791439818252,-2.0683248853105427,0.251770434274219,-2.56503520843376,-1.5716145621873256,-4.102762638043703,-0.03388713257738285
2005-05-31,0.25,0.8721363430942344,-1.974284549742827,0.20584249736423785,-2.380385026445028,-1.5681840730406258,-3.9885172626701424,0.03994816318448868
2005-06-30,0.25,0.6334167273446211,-1.7210751131614086,0.2181276089182702,-2.1514125172343666,-1.2907377090884506,-3.740333914304301,0.29818368798148365
2005-07-31,0.25,-1.5920432013234698,-1.501591050344116,0.15837311703806492,-1.8140406132357172,-1.189141487452515,-3.4990495740686844,0.49586747338045223
2005-08-31,0.25,-2.678039150731473,-1.388173162897848,0.14643970946191254,-1.677079664626613,-1.099266661169083,-3.3820845930747083,0.6057382672790121
2005-09-30,0.25,-1.0358478694700237,-1.3634170008723028,0.14067730620642616,-1.6409550304003906,-1.085878971344215,-3.355712958425576,0.6288789566809703
2005-10-31,0.25,-0.25977580398356126,-1.146991065277417,0.17869119534285732,-1.4995255542212336,-0.7944565763336003,-3.1511109196133935,0.8571287890585599
2005-11-30,0.25,0.19179047561190427,-1.2908062887056824,0.12913636166971781,-1.5455755356064507,-1.036037041804914,-3.280058206843545,0.6984456294321801
2005-12-31,0.25,-0.3734133470257703,-1.1943757800241852,0.15304555057481187,-1.4963147471540112,-0.8924368128943592,-3.1902171977025047,0.8014656376541345
2006-01-31,0.25,-0.03220227586691115,-1.457992427449552,0.13760261257962145,-1.729464486327521,-1.1865203685715828,-3.449452420369375,0.5334675654702712
2006-02-28,0.25,-0.33473612212440623,-1.0577669236412834,0.13635835072629957,-1.3267842157036214,-0.7887496315789455,-3.048893772457635,0.9333599251750679
2006-03-31,0.25,-0.16187601407996094,-0.981433171008212,0.11613437400622349,-1.2105511872067116,-0.7523151548097123,-2.967562796686132,1.004696454669708
2006-04-30,0.25,-0.24354988602113267,-0.8273622403789612,0.10416028449424285,-1.032856935246076,-0.6218675455118465,-2.810905507935106,1.1561810271771833
2006-05-31,0.25,-0.6403587396594935,-0.8227325116494713,0.10545754139688596,-1.0307865256723208,-0.6146784976266217,-2.8065425573443203,1.1610775340453778
2006-06-30,0.25,-0.969095034456194,-0.8060439503720523,0.10199175224466808,-1.0072604131365992,-0.6048274876075055,-2.789148559195363,1.1770606584512584
2006-07-31,0.25,1.695714080900506,-1.71395400561903,0.17987154358741,-2.0688171681405834,-1.3590908430974769,-3.7184847957950202,0.2905767845569598
2006-08-31,0.25,3.565465917115935,-1.4520990350775957,0.26939652506547473,-1.983583342992006,-0.9206147271631855,-3.495305190659562,0.5911071205043703
2006-09-30,0.25,0.719839329978603,-1.1861938244410253,0.17151660610513958,-1.5245737819013647,-0.8478138669806858,-3.187872325164765,0.8154846762827146
2006-10-31,0.25,0.6366611913842035,-1.0817954830735883,0.1259395111828398,-1.3302577597262761,-0.8333332064209005,-3.070249487461977,0.9066585213148002
2006-11-30,0.25,0.3083309906934571,-0.8789871889314674,0.11474317903698182,-1.1053605583858352,-0.6526138194770997,-2.8648020662669413,1.1068276884040062
2006-12-31,0.25,0.31555646387118447,-1.1522718567382808,0.13808024657351128,-1.4246862253680823,-0.8798574881084794,-3.143860522322807,0.8393168088462453
2007-01-31,0.25,0.533524904732672,-0.948786997918504,0.14107892481737386,-1.227117368733968,-0.6704566271030399,-2.941193487560377,1.0436194917233694
2007-02-28,0.25,0.6732228600120773,-1.1493809117283338,0.1627751840506343,-1.4705151803302243,-0.8282466431264432,-3.148216333447503,0.8494545099908355
2007-03-31,0.25,0.3802438721268519,-1.0592036427897173,0.13426883178111856,-1.3240985857230765,-0.7943086998563582,-3.0497777196430373,0.9313704340636029
2007-04-30,0.25,0.4636812537899581,-1.0638580017501302,0.13685845116785625,-1.3338619269437004,-0.79385407655656,-3.0551183926253955,0.9274023891251353
2007-05-31,0.25,0.13684642727535914,-1.2265329975659633,0.14277850504296238,-1.5082164191296596,-0.944849576002267,-3.219410659298517,0.7663446641665903
2007-06-30,0.25,1.1048316602538282,-1.3381320199537685,0.16301552041189382,-1.659740440939769,-1.0165235989677681,-3.337043674104068,0.6607796341965311
2007-07-31,0.25,1.128303156002977,-0.36616368917090125,0.15868467456219593,-0.6792279145383752,-0.05309946380342734,-2.3637184528391506,1.631391074497348
2007-08-31,0.25,0.800259166261471,0.3323259519194675,0.2756681764020496,-0.21153150842996332,0.8761834122688983,-1.7141336156817377,2.378785519520673
2007-09-30,0.25,0.6377488948457481,-0.7021952185736837,0.09915467051426,-0.8978144880573741,-0.5065759490899934,-2.684739725827458,1.2803492886800907
2007-10-31,0.25,0.7418058593336463,-0.9962883831194829,0.18685935402015486,-1.3649375868335938,-0.627639179405372,-3.003305587840914,1.0107288216019483
2007-11-30,0.25,0.6515245737644904,-0.9537748323200297,0.09492255452305,-1.1410446873557978,-0.7665049772842617,-2.9355129137157263,1.027963249075667
2007-12-31,0.25,0.7876668315243593,-0.9206430142931723,0.08688530161900845,-1.0920564146244878,-0.7492296139618568,-2.9009456119943224,1.0596595834079778
2008-01-31,0.25,0.7641422913850817,-0.9255971080004454,0.11076419803716574,-1.1441204654237453,-0.7070737505771455,-2.9105324425613297,1.0593382265604392
2008-02-29,0.25,0.5995895661896563,-0.5200714915884878,0.11029137397055404,-0.7376620286209259,-0.3024809545560497,-2.504904347638297,1.4647613644613218
2008-03-31,0.25,0.389093291394152,-0.6849875750863174,0.07328178909393339,-0.829563014394055,-0.5404121357785797,-2.6631478017362733,1.2931726515636384
2008-04-30,0.25,1.276361351188613,-0.6890468634477552,0.08589082150104672,-0.8584982838422431,-0.5195954430532673,-2.669180598457209,1.2910868715616983
2008-05-31,0.25,1.5809390275034243,-0.7892406071564031,0.11553354396052705,-1.0171732638149698,-0.5613079504978364,-2.775233839929418,1.1967526256166119
2008-06-30,0.25,1.0945184272731403,-0.3781811062970692,0.14370422753945883,-0.6616908579526315,-0.09467135464150689,-2.3713177307994084,1.61495551820527
2008-07-31,0.25,0.9552183041815244,-0.24333198653658747,0.16064484246177127,-0.5602633682426543,0.07359939516947936,-2.241496475601213,1.754832502528038
2008-08-31,0.25,0.7809961446602565,-0.4361406777109712,0.09792898550362882,-0.6293418300736703,-0.2429395253482721,-2.418448047904366,1.5461666924824238
2008-09-30,0.25,0.6921511522706113,-0.42536514206403286,0.07645003688844551,-0.5761911222277016,-0.2745391619003641,-2.4039920146555054,1.5532617305274399
2008-10-31,0.25,1.198764586241924,-0.4217005222046083,0.09270899555111528,-0.6046033132704883,-0.23879773113872824,-2.403030695504472,1.5596296510952552
2008-11-30,0.25,1.098997317024754,-0.36758262855361734,0.12240878363432885,-0.6090792389376011,-0.12608601816963363,-2.355178270900353,1.6200130137931184
2008-12-31,0.25,0.9881447956723404,-0.1532941926495531,0.16057329020386862,-0.4700844110564205,0.16349602575731428,-2.1514362964867777,1.8448479111876717
2009-01-31,0.25,0.9262736209640171,-0.29922257352845993,0.13416295347512638,-0.5639086323339717,-0.034536514722948164,-2.2897688639660307,1.6913237169091109
2009-02-28,0.25,1.1240960011045456,-0.1879210985214491,0.13405091884606862,-0.45238612757435825,0.07654393053146011,-2.1784380103412744,1.8025958132983764
2009-03-31,0.25,1.828732635311489,-0.22546307282999312,0.1425346178709404,-0.5066653367217417,0.055739191061755455,-2.2182727822269097,1.7673466365669235
2009-04-30,0.25,0.6358592405269614,0.08665702078779326,0.14070077616036825,-0.1909273119070658,0.3642413534826523,-1.9056453875845978,2.0789594291601845
2009-05-31,0.25,0.6623939653823563,0.23530132989183705,0.1555849625717953,-0.07164756684787643,0.5422502266315505,-1.7613041518842962,2.2319068116679706
2009-06-30,0.25,0.5912056362444884,0.12335202871343526,0.13462472756768776,-0.14224505032122808,0.3889491077480986,-1.8673156062875773,2.1140196637144477
2009-07-31,0.25,0.6218495077252371,0.06758961769501759,0.15290194512920086,-0.23406603456705083,0.369245269957086,-1.9282089586123297,2.0633881940023646
2009-08-31,0.25,0.12540119057664117,-0.028571410518488993,0.13479445566393314,-0.29450334101326187,0.23736051997628388,-2.0192837494327422,1.962140928395764
2009-09-30,0.25,0.5415825058640437,-0.04204035973411027,0.12742246525264292,-0.2934283119027188,0.20934759243449827,-2.0308620528841788,1.946781333415958
2009-10-31,0.25,0.34387373140190847,0.0725209695626752,0.11342409349562975,-0.15125001567068216,0.29629195479603254,-1.9129989317430474,2.058040870868398
2009-11-30,0.25,0.6460073840908204,-0.22088713713069486,0.15437430566820462,-0.5254475652501457,0.08367329098875598,-2.2171268218942966,1.7753525476329068
2009-12-31,0.25,0.3969313484594732,-0.2591630798528048,0.18791479593832908,-0.6298945332072492,0.11156837350163962,-2.2665637959917317,1.748237636286122
2010-01-31,0.25,0.1976391106182499,-0.2587661121425755,0.13373044501149486,-0.5225988879987082,0.00506666371355724,-2.249199119873489,1.731666895588338
2010-02-28,0.25,-0.21501061900628357,-0.09790923254222428,0.1193254479347011,-0.33332282259034374,0.13750435750589518,-2.084774950961092,1.8889564858766437
2010-03-31,0.25,-0.4437002717963214,0.35587923952469835,0.17158773022605225,0.01735896342375981,0.6943995156256368,-1.645822986576935,2.357581465626332
2010-04-30,0.25,0.20918113211484565,-0.024329008843943248,0.10838255062648665,-0.23815368566825146,0.189495667980365,-2.0087525566451174,1.960094538957231
2010-05-31,0.25,0.09602490271666947,0.01690877196140067,0.07323516243309204,-0.12757467900847105,0.1613922229312724,-1.9612447337739205,1.995062277696722
2010-06-30,0.25,0.25208405389232125,0.12199547711266864,0.07150614384096421,-0.019076845040360085,0.26306779926569734,-1.8559118070456224,2.0999027612709598
2010-07-31,0.25,0.033581417359897996,0.21053969602896397,0.08961460709392995,0.03374173095215627,0.38733766110577167,-1.7702362491763688,2.1913156412342967
2010-08-31,0.25,0.18592260167461802,0.09049932429656962,0.08312694774398258,-0.07349933262749483,0.25449798122063405,-1.889175240908953,2.0701738895020925
2010-09-30,0.25,0.5234355358543669,0.21776619799985797,0.0832679169409412,0.053489427183772836,0.38204296881594313,-1.7619314259009586,2.1974638219006746
2010-10-31,0.25,0.2550877996321927,0.092851782804627,0.0716462855042952,-0.048497020624199,0.234200586233453,-1.8850752403384263,2.0707788059476804
2010-11-30,0.25,-0.29475517054097383,0.24979720941900124,0.08456157398731795,0.08296822149541985,0.41662619734258266,-1.7301138329918404,2.229708251829843
2010-12-31,0.25,0.1827319452212181,0.23880000269389964,0.10101023526703037,0.039519945276226626,0.43808006011157263,-1.7441090637872565,2.2217090691750556
2011-01-31,0.25,-0.24258004768908964,0.11934311544122786,0.08399223527613521,-0.046362641249848596,0.28504887213230434,-1.8604735989162757,2.0991598297987313
2011-02-28,0.25,0.5502089088479937,0.018565079176364074,0.10874344538914132,-0.19597159607892925,0.2331017544316574,-1.9659353137886701,2.0030654721413983
2011-03-31,0.25,0.2476674791285564,-0.004513098426941864,0.1361420059159333,-0.2731035703148902,0.26407737346100646,-1.9955823253092646,1.9865561284553808
2011-04-30,0.25,-0.0054222475603943636,0.1883398033705554,0.10947793750694097,-0.027645929309671163,0.4043255360507819,-1.7963177644154324,2.1729973711565433
2011-05-31,0.25,0.09015344053070369,0.05580158274692659,0.09407705593497852,-0.12980021353487434,0.24140337902872752,-1.9257795665961455,2.0373827320899984
2011-06-30,0.25,-0.14999750370929937,0.16054424610207957,0.104871619454305,-0.0463538201294284,0.36744231233358754,-1.8231449015365107,2.1442333937406697
2011-07-31,0.25,-0.3921200616339632,0.14681080589037715,0.128390503587027,-0.10648696001491448,0.4001085717956688,-1.8422531907827795,2.1358748025635337
2011-08-31,0.25,-0.34956917507829177,0.3603975487581402,0.15273282872061594,0.05907554117597946,0.6617195563403009,-1.6353506259628394,2.35614572347912
2011-09-30,0.25,-0.24553649034644434,0.3176211646343021,0.10447920986619486,0.11149727148578031,0.523745057782824,-1.6659873864602637,2.301229715728868
2011-10-31,0.25,-0.23976005623130572,0.2305490281621742,0.09809411953863507,0.03702208782471528,0.42407596849963314,-1.7517901207437734,2.212888177068122
2011-11-30,0.25,-0.1203804178517851,0.033512108705811255,0.10356133967874714,-0.17080094593537512,0.23782516334699763,-1.9499090893622115,2.016933306773834
2011-12-31,0.25,-0.23706728243327202,0.21778385636752567,0.09831733435138422,0.023816542234445626,0.4117511705006057,-1.764598332717309,2.2001660454523604
2012-01-31,0.25,0.3141614658496723,0.09474558610923656,0.10827636729008755,-0.11886960480190184,0.30836077702037495,-1.889655400192872,2.079146572411345
2012-02-29,0.25,0.08536858011292077,0.4639643614828278,0.1094108834571346,0.24811091772223579,0.6798178052434198,-1.5206788139600742,2.44860753692573
2012-03-31,0.25,0.14315576498602522,0.4710309648009758,0.1222719372787364,0.2298043344791884,0.7122575951227632,-1.5165318925258517,2.458593822127803
2012-04-30,0.25,-0.1770203922654258,0.49395833245609566,0.1278429999396758,0.24174072004210223,0.7461759448700891,-1.4949684003977302,2.4828850653099215
2012-05-31,0.25,0.11387396689293572,0.31414323962201246,0.12395024135347109,0.06960553363058347,0.5586809456134414,-1.6738241932853604,2.3021106725293854
2012-06-30,0.25,0.02827238855949568,0.38851595629708446,0.11570047610514038,0.16025396422735416,0.6167779483668148,-1.5975151012829376,2.3745470138771063
2012-07-31,0.25,-0.0890913997281197,0.2545478768656294,0.11870766355330717,0.020353095056798443,0.4887426586744604,-1.7321737997854472,2.2412695535167058
2012-08-31,0.25,0.385685440496186,0.2157299312117534,0.11445053298113711,-0.010066085634162142,0.441525948057669,-1.7700192135374673,2.201479075960974
2012-09-30,0.25,-0.024974559310774358,0.3627913055530891,0.12505027947260616,0.11608336741673586,0.6094992436894423,-1.6254442517660805,2.3510268628722586
